district,id,district_id,incident_type,incident,organization,time,leadername,organization_type,intotal,demand,organization_type_id,organization_id,leadername1,demand_id,demand_clean
Indore,70840,20,ज्ञापन,"जिला इंदौर में -  भारतीय किसान संघ के जिलाध्यक्ष आंनद सिंह ठाकुर के नेतृत्व 8 कार्यकर्ताओं ने दिनांक 29.03.16 को दिन 13.00 कलेक्टर कार्यालय इंदौर पर जाकर किसान शक्ति जागेगी, सारी समस्या भागेगी आदि नारे लगाकर 13.15 बजे एसडीएम सिंगार श्रीवास्तव को  माननीय प्रधानमंत्री एंव माननीय मुख्‍यमंत्री महोदय को संबोधित दो  ज्ञापन कलेक्‍टर दिए गए  ।
	 प्रथम ज्ञापन में माननीय प्रधानमंत्री महोदय के नाम संबोधित जिसमें किसानों को फसल लागत में 50 प्रतिशत लाभांश जोड़कर दिया जा, मध्यप्रदेश सरकार को गेहूं पर बोनस देने से केन्द्र सरकार द्वारा लगाई गई रोक हटाई जाए, इंदौर जिले की समस्त नदियों को मां नर्मदा नदी से जोडा जाए, वर्षों से जैविक खेती करने वाले किसानों को भारत रत्न दिया जाए  । 
	 दूसरा ज्ञापन माननीय मुख्यमंत्री महोदय के नाम संबोधित जिसमें गेहूं समर्थन मूल्य पर किसानों को बोनस दिया जाए, छावनी अनाज मंडी शहर के मध्य होने से यातायात बाधित होकर किसान परेशान होते है, मास्टर प्लान 2021 के अनुसार ट्रेचिंग ग्राउंड वाय पास पर मंडी को स्थानांतरित किया जावे, जिले में सिंचाई हेतु मास्टर प्लान बनाया जाए, किसान क्रेडिट कार्ड की सीमा 3 लाख से बढाकर 7 लाख रुपए की जाए, हक त्याग आपसी बंटवारे में ली जाने वाली स्टांप डयूटी समाप्त की जाए, किसानों को तलाई तालाबों से खेत के लिए मिटटी निकालने पर किसी प्रकार का शुल्क नहीं लिया जाए, ग्रामीण क्षेत्र में रह रहे किसानों को उनके घरों में लगे मीटर रीडिंग के आधार पर ही बिजली बिल दिए जाए  ।",भाकिस,1970-01-01 00:24:19.265040,जिलाध्यक्ष आंनद सिंह ठाकुर,['कृषक संगठन'],8,बिजली बिल,3,2,26,3,बिजली बिल
Mandsaur,70902,47,ज्ञापन,"दिनांक 29.03.2016 को मंदसौर जिले के किसान संघ युवा वाहिनी जिलाध्यक्ष रमेश जाट के नेतृत्व‍ में मानीनय प्रधानमंत्री एवं मानीनय मुख्यमंत्री म०प्र० के नाम सम्बोसधित ज्ञापन 13:00 बजे कलेक्ट्र कार्यालय मंदसौर में लगभग 12-15 की संख्या  में पहुचकर अपर कलेक्टर साधुलाल प्रजापति को दिया गया  । उक्त ज्ञापन में सीतामऊ तहसील के ग्रमा लदुना  स्थित तालाब में पानी की आवक को तुम्बड नदी का पानी पहुचाकर तालाब का जलस्तर बढाऐ जाने की मांग, फसल बीमा राशि की मांग, पुराने तालाबों को पु‍नर्जिवित करने हेतु निशुक्त किसानों को मिट्टी लेने की मांग, पूर्व से निर्धारित  औसत उपज को वर्तमान में उपज से जोडकर प्रति हेक्टेयर औसत उपज बढाई जावे आदि मांग उल्लेखीत हैं",भाकिस,1970-01-01 00:24:19.268615,किसान संघ युवा वाहिनी जिलाध्यक्ष रमेश जाट,['कृषक संगठन'],12,फसल बीमा,3,2,41,1,फसल बीमा
Shajapur,70935,43,ज्ञापन,"दिनांक 29.03.16 को जिला मुख्यालय शाजापुर स्थित तहसील कार्यालय पर भारतीय किसान संघ युवा वाहिनी के तहसील अध्यक्ष मुकेष पाटीदार के नेतृत्व में 16.15 बजे लगभग 8-10 कार्यकर्ताओं के साथ पहुंच कर प्रदेश सरकार एवं केन्द्र सरकार से 5-5 किसानों की मांगों के संबंध में प्रधानमंत्री एवं प्रदेष के मुख्यमंत्री महोदय के नाम संबोधित एक ज्ञापन नायब तहसीलदार वीरेन्द्र पोराणिक को सोंपा गया । उक्त ज्ञापन में प्रदेष सरकार से की गई 05 मांगे  क्रमषः इस प्रकार है । (1) गेंहू समर्थन मूल्य पर बोनस दिया जावे (2) पंचायतों में व्याप्त भ्रष्टाचार पर प्रभावी निगरानी तंत्र विकसित किया जावे, पात्र हितग्राही को बगैर रिष्वत दिए योजना का लाभ मिले, भ्रष्टाचार में लिप्त सरपंच सचिव एवं जनपद व जिला पंचायत के अधिकारियों पर तत्काल कार्यवाही की जावे, षिकायतकर्ता को पुलिस सुरक्षा दी जावे (3) हक त्याग आपसी बटवारा पर ली जाने वाली स्टांप ड्यूटी खत्म की जावे (4) अनुदान अंतर्गत ड्रीप सिंचाई सिस्टम आवेदन देने वाले प्रत्येक किसान को उपलब्ध करवाई जावे (5) प्रस्तावित छोटे तालाबों का निर्माण प्राथमिकता के साथ किया जावे । व उक्त ज्ञापन में केन्द्र सरकार से की गई 05 मांगे  क्रमषः इस प्रकार है । (1) कृषि फसलों पर 50 प्रतिषत लाभ जोड़कर मूल्य देने के प्रधानमंत्री महोदय द्वारा चुनाव में किए वादों को पूरा करें (2) कृषि प्रधान देष की नदियों को जोड़कर हर खेत को पानी देने की व्यवस्था की जावे (3) राज्य सरकार को गेंहू पर बोनस देने से केन्द्र सरकार द्वारा लगाई गई रोक हटाई जावे (4) आलू प्याज के निर्यात पर इन्सेटिव(प्रोत्साहन) दिया जावे (5) ग्रामीण क्षेत्रों में रोजगार श्रृजन किए जावें एवं ग्रामीण युवकों बैंकों द्वारा सरलता से ऋण दिया जावे, ग्रामीण युवाओं का पलायन रूके ।
			उक्त ज्ञापन सोंपे जाने के दौरान भारतीय किसान संघ युवा वाहिनी के जिला संयोजक भीमराज मेवाड़ा, अनिल पाटीदार, ललित नागर, कैलाष भीमावद उपस्थित रहे ।",भाकिस,1970-01-01 00:24:19.269809,किसान संघ युवा वाहिनी के तहसील अध्यक्ष मुकेष पाटीदार,['कृषक संगठन'],8,मूल्य न मिलना(Minimum Support Price(MSP)),3,2,52,8,मूल्य न मिलना(Minimum Support Price(MSP))
Shajapur,70935,43,ज्ञापन,"दिनांक 29.03.16 को जिला मुख्यालय शाजापुर स्थित तहसील कार्यालय पर भारतीय किसान संघ युवा वाहिनी के तहसील अध्यक्ष मुकेष पाटीदार के नेतृत्व में 16.15 बजे लगभग 8-10 कार्यकर्ताओं के साथ पहुंच कर प्रदेश सरकार एवं केन्द्र सरकार से 5-5 किसानों की मांगों के संबंध में प्रधानमंत्री एवं प्रदेष के मुख्यमंत्री महोदय के नाम संबोधित एक ज्ञापन नायब तहसीलदार वीरेन्द्र पोराणिक को सोंपा गया । उक्त ज्ञापन में प्रदेष सरकार से की गई 05 मांगे  क्रमषः इस प्रकार है । (1) गेंहू समर्थन मूल्य पर बोनस दिया जावे (2) पंचायतों में व्याप्त भ्रष्टाचार पर प्रभावी निगरानी तंत्र विकसित किया जावे, पात्र हितग्राही को बगैर रिष्वत दिए योजना का लाभ मिले, भ्रष्टाचार में लिप्त सरपंच सचिव एवं जनपद व जिला पंचायत के अधिकारियों पर तत्काल कार्यवाही की जावे, षिकायतकर्ता को पुलिस सुरक्षा दी जावे (3) हक त्याग आपसी बटवारा पर ली जाने वाली स्टांप ड्यूटी खत्म की जावे (4) अनुदान अंतर्गत ड्रीप सिंचाई सिस्टम आवेदन देने वाले प्रत्येक किसान को उपलब्ध करवाई जावे (5) प्रस्तावित छोटे तालाबों का निर्माण प्राथमिकता के साथ किया जावे । व उक्त ज्ञापन में केन्द्र सरकार से की गई 05 मांगे  क्रमषः इस प्रकार है । (1) कृषि फसलों पर 50 प्रतिषत लाभ जोड़कर मूल्य देने के प्रधानमंत्री महोदय द्वारा चुनाव में किए वादों को पूरा करें (2) कृषि प्रधान देष की नदियों को जोड़कर हर खेत को पानी देने की व्यवस्था की जावे (3) राज्य सरकार को गेंहू पर बोनस देने से केन्द्र सरकार द्वारा लगाई गई रोक हटाई जावे (4) आलू प्याज के निर्यात पर इन्सेटिव(प्रोत्साहन) दिया जावे (5) ग्रामीण क्षेत्रों में रोजगार श्रृजन किए जावें एवं ग्रामीण युवकों बैंकों द्वारा सरलता से ऋण दिया जावे, ग्रामीण युवाओं का पलायन रूके ।
			उक्त ज्ञापन सोंपे जाने के दौरान भारतीय किसान संघ युवा वाहिनी के जिला संयोजक भीमराज मेवाड़ा, अनिल पाटीदार, ललित नागर, कैलाष भीमावद उपस्थित रहे ।",भाकिस,1970-01-01 00:24:19.269809,किसान संघ युवा वाहिनी के तहसील अध्यक्ष मुकेष पाटीदार,['कृषक संगठन'],8,नहरों का पानी/सिचाई समस्या,3,2,52,7,नहरों का पानी/सिचाई समस्या
Hoshangabad,70957,19,अन्य,दिनांक 16.03.16 से जिले में समर्थन मूल्य पर गेहूं खरीदी प्रारंभ होनी थी परंतु अभी तक गेहूं खरीदी प्रारंभ नहीं हो सकी है। सर्वप्रथम 5 एकड से कम रकबा वाले किसानों को एसएमएस किये जा रहे हैं। दिनांक 01.04.16 से विधिवत खरीदी प्रारंभ होने की संभावना है।,किसान,1970-01-01 00:24:19.270629,अन्‍य,['कृषक संगठन'],0,मूल्य न मिलना(Minimum Support Price(MSP)),3,13,5,8,मूल्य न मिलना(Minimum Support Price(MSP))
Hoshangabad,70974,19,अन्य,दिनांक 27.03.16 को प्रात: 08.30 बजे 505 क्यू‍सेक तवा बाई नहर का पानी मूंग की फसल की सिंचाई हेतु होशंगाबाद जिले के इटारसी व सिवनी मालवा क्षेत्र एवं हरदा जिले के क्षेत्र हेतु छोडा गया है। होशंगाबाद जिले के 77 गांव के 5505 हेक्टेदयर रकबा एवं हरदा जिले के 59 गांव के 9600 हेक्टेययर रकबा को मूंग की फसल में पानी देने के लिए चिन्हित किया गया है। जल वितरण के ग्रामों की संख्यां एवं क्षेत्र में असमानता के चलते भारतीय किसान संघ द्वारा विरोध किया जा रहा है। उक्त मामले को लेकर दिनांक 29.03.16 को 14.00 बजे से सिवनी मालवा में हनुमान मंदिर से जिलाध्यएक्ष सूरजबली जाट के नेतृत्वा में लगभग (180-200) की उपस्थिति में मोटरसाइकिल वाहन रैली निकाली गयी जो 14.20 बजे तहसील कार्यालय पहुंचकर सभा में परिवर्तित हुई।  सभा पश्चात् 15.50 बजे जिलाध्यक्ष सूरजबली जाट के नेतृत्व में जल संसाधन विभाग प्रमुख सचिव राधेश्याम जुलानिया एवं जल संसाधन विभाग कार्यपालन यंत्री (एसी) राकेश अग्रवाल का पुतला दहन किया गया। बाद कार्यक्रम स्थल पर ही माननीय कलेक्टर महोदय को संबोधित ज्ञापन एसडीएम सिवनी मालवा को सौंपा गया।,अन्‍य,1970-01-01 00:24:19.271886,सूरजबली,['कृषक संगठन'],200,नहरों का पानी/सिचाई समस्या,3,40,7,7,नहरों का पानी/सिचाई समस्या
Khargone,70981,25,रैली,"आज दिनांक 29.03.16 को भारतीय किसान संघ के जिला अध्यक्ष श्यामसिह पंवार के नेतृत्व में भारतीय किसान संघ की युवा वाहिनी के प्रांतीय अव्हान पर जिला खरगोन मुख्यालय स्थित कृषि उपज मंडी से वाहन रैली दोप. 13:50 बजे से प्रांरभ हुई जो बिस्टापन रोड स्थित पेट्रोल पंप से होकर, बिस्टा्न तिराहा, गजानंद सोनी प्रतिमा, फव्वाारा चौक होते हुए कलेक्टर ऑफिस खरगोन पहुंच कर 14:00 बजे समाप्त हुई । कलेक्टर कार्यालय खरगोन में अपनी मांगो का एक ज्ञापन माननीय प्रधानमंत्री एंव माननीय मुख्यमंत्री महोदय को संबोधित एक ज्ञापन एस.डी.एम. खरगोन महेन्द्रंसिंह कवछे को सौंपा गया जिसमें कृषि फसल पर लागत के आधार पर 50 प्रतिशत लाभ जोड कर मूल्य. देने की प्रधानमंत्री महोदय के चुनावी वादे को पूर्ण किया जाये, कृषि प्रधान देश की नदियों को जोड कर हर खेत को पानी देने की व्यवस्थार की जाये, किसानों का कर्ज माफ किया जाये, गाय को राष्ट्री य पशु घोषित किया जाये, जैविक उत्पादन को बेचने की अलग से मंडियों में व्यवस्था  की जाये, किसानों को 0 प्रतिशत की दर से 5 लाख तक का वार्षिक ऋण दिया जाये की मांग की गई । साथ ही एक अतिरिक्त ज्ञापन कलेक्टर खरगोन को संबोधित सौंपा गया जिसमें खरगोन उद्वहन सिंचाई परियोजना (बीआर3) का कार्य शिघ्र पूर्ण कराने की मांग की गई । वाहन रैली एवं ज्ञापन के दौरान उपस्थिति लगभग 30-35 मोटर सायकल पर उपस्थिति लगभग 50-60 की रही ।",भारतीय किसान संघ (आरएसएस),1970-01-01 00:24:19.272340,जिला अध्यक्ष श्यामसिह पंवार,['कृषक संगठन'],50,नहरों का पानी/सिचाई समस्या,3,25,27,7,नहरों का पानी/सिचाई समस्या
Dewas,71228,44,ज्ञापन,":-  दिनांक 30-03-16 को 12:30 बजे देवास तहसील के ग्राम बारोली, सारोल, राघोगढ के लगभग 50-60 किसान जितेंद्र दांगी के नेतृत्व में सोयाबिन की राहत राशि (मुआवजा) 05 माह से रूकी होकर अभितक नही मिलने के विरोध में तथा जल्दव से जल्द  वितरण करने की मांग को लेकर देवास मुख्या लय आकर माननीय मुख्यमंत्री मध्यप्रदेश शासन के नाम संबोधित एक ज्ञापन 13:00 बजे एसडीएम देवास को दिया गया ।",किसान,1970-01-01 00:24:19.355073,किसान जितेंद्र दांगी,['कृषक संगठन'],50,सहायता राशि/मुआवज़ा,3,13,20,10,सहायता राशि/मुआवज़ा
Hoshangabad,71229,19,अन्य,दिनांक 16.03.16 से जिले में समर्थन मूल्य पर गेहूं खरीदी प्रारंभ होनी थी परंतु अभी तक गेहूं खरीदी प्रारंभ नहीं हो सकी है। सर्वप्रथम 5 एकड से कम रकबा वाले किसानों को एसएमएस किये जा रहे हैं। दिनांक 01.04.16 से विधिवत खरीदी प्रारंभ होने की संभावना है।,किसान,1970-01-01 00:24:19.355138,अन्‍य,['कृषक संगठन'],0,मूल्य न मिलना(Minimum Support Price(MSP)),3,13,5,8,मूल्य न मिलना(Minimum Support Price(MSP))
Hoshangabad,71233,19,अन्य,"दिनांक 27.03.16 को प्रात: 08.30 बजे 505 क्यूसेक तवा बाई नहर का पानी मूंग की फसल की सिंचाई हेतु होशंगाबाद जिले के इटारसी व सिवनी मालवा क्षेत्र एवं हरदा जिले के क्षेत्र हेतु छोडा गया है। होशंगाबाद जिले के 77 गांव के 5505 हेक्टेयर रकबा एवं हरदा जिले के 59 गांव के 9600 हेक्टेडयर रकबा को मूंग की फसल में पानी देने के लिए चिन्हित किया गया है। जल वितरण के ग्रामों की संख्यां एवं क्षेत्र में असमानता के चलते भारतीय किसान संघ द्वारा विरोध किया जा रहा है। उक्त मामले  को  लेकर दिनांक 29.03.16 को 14.00 बजे से सिवनी मालवा में हनुमान मंदिर से जिलाध्यक्ष सूरजबली जाट के नेतृत्व में लगभग (180-200) की उपस्थिति में मोटरसाइकिल वाहन रैली निकाली गयी जो 14.20 बजे तहसील कार्यालय पहुंचकर सभा में परिवर्तित हुई।  सभा पश्चाात् 15.50 बजे जिलाध्यक्ष सूरजबली जाट के नेतृत्व में जल संसाधन विभाग प्रमुख सचिव राधेश्याम जुलानिया एवं जल संसाधन विभाग कार्यपालन यंत्री (एसी) राकेश अग्रवाल का पुतला दहन किया गया। बाद कार्यक्रम स्थल पर ही माननीय कलेक्टर महोदय को संबोधित ज्ञापन एसडीएम सिवनी मालवा को सौंपा गया। ज्ञापन सौंपने उपरांत नहर समितियों के अध्यक्ष कमल सिंह तोमर के नेतृत्व में (200) किसानों द्वारा मिसरोद माईनर का ब्लॉक खोलकर जबरदस्तीा किसानों द्वारा पानी छोडा गया। दिनांक 30.03.16 को रायगढ माईनर एवं आगामी दिनांकों में भमेडी, मकडाई एवं कहाडिया माईनरों के ब्लॉक जबरदस्ती खोलने की योजना है।",अन्‍य,1970-01-01 00:24:19.355322,सूरजबली जाट,['कृषक संगठन'],200,नहरों का पानी/सिचाई समस्या,3,40,11,7,नहरों का पानी/सिचाई समस्या
Indore,71431,20,अन्य,"भारतीय किसान संघ -  दिनांक 31.03.16 को मां नर्मदा का जल लओ, मालवा बचाओं की विशाल किसान अधिकार रैली भारतीय किसान संघ के महू तहसील अध्यक्ष मोहनलाल पांडे के नेतृत्व में दिन 12.00 बजे से ड्रीमलैंड चौराह पर एकत्रित होकर एक पैदल व वाहन रैली निकाली गई जो नगर भ्रमण करते हुए एसडीएम कार्यालय महूं 13.00 पहुंचकर माननीय प्रधानमंत्री महोदय एवं माननीय मुख्यमंत्री महोदय के नाम संबोधित एक ज्ञापन एसडीएम संदीप जियार को 13.30 बजे सौंपा गया  । रैली में भारतीय किसान संघ के प्रदेश उपाध्यक्ष रामप्रसाद सूरिया, मालवा प्रांत प्रदेश संगठन मंत्री महेश चौधरी, कोषाध्यक्ष लक्ष्मीनारायण पटेल, जिला मंत्री राजेन्द्र पाटीदार सहित 600-700 की उपस्थिति रही   । ज्ञापन में मांग की गई कि 1. नदी जोडों अभियान के तहत मां नर्मदा के जल को साढे सात नदियों के उदगम स्थल जानापाव लाकर संपूर्ण मालवा क्षेत्र सिंचित जावे 2.  नर्मदा क्षिप्रा लिंक परियोजना व नर्मदा गंभीर लिंक परियोजना में महू तहसील को पानी दिया जावे 3.लागत के आधार पर लाभकारी मूल्य 50 प्रतिशत लाभांश जोडकर किसानों को दिया जावे  4. देवी अहिल्या कृषि उपज मंडी में लहसुन की एच्छिक बिक्री व्यवस्था जारी रखी जावे  ।
	उल्लेखनीय है कि उक्त रैली तहसील कार्यालय पहुंची जहां पदाधिकारियों द्वारा रैली में शामिल ट्रेक्टर के समीप आकर एसडीएम से ज्ञापन लेने की की बात कही गई जहां पर एसडीएम द्वारा जाने में विलंब व उक्त किसानों को गेट पर आकर ज्ञापन देने की बात कही  । इस पर किसानो द्वारा बोला गया कि हम दूर से आए है और आप थोडी सी दूर चल कर नहीं आ सकते  । इस बात को लेकर किसानों में नाराजगी थी व सीएम साहब को उक्त घटना की शिकायत करने की बात कही  । बाद 13.50 बजे सभी विसर्जित हुए",भाकिस,1970-01-01 00:24:19.434918,भारतीय किसान संघ के महू तहसील अध्यक्ष मोहनलाल पांडे,['कृषक संगठन'],600,मूल्य न मिलना(Minimum Support Price(MSP)),3,2,51,8,मूल्य न मिलना(Minimum Support Price(MSP))
Hoshangabad,71462,19,अन्य,दिनांक 16.03.16 से जिले में समर्थन मूल्य पर गेहूं खरीदी प्रारंभ होनी थी परंतु अभी तक गेहूं खरीदी प्रारंभ नहीं हो सकी है। सर्वप्रथम 5 एकड से कम रकबा वाले किसानों को एसएमएस किये जा रहे हैं। दिनांक 01.04.16 से विधिवत खरीदी प्रारंभ होने की संभावना है।,किसान,1970-01-01 00:24:19.438235,अन्‍य,['कृषक संगठन'],0,मूल्य न मिलना(Minimum Support Price(MSP)),3,13,5,8,मूल्य न मिलना(Minimum Support Price(MSP))
Hoshangabad,71500,19,अन्य,दिनांक 27.03.16 को प्रात: 08.30 बजे 505 क्यूसेक तवा बाई नहर का पानी मूंग की फसल की सिंचाई हेतु होशंगाबाद जिले के इटारसी व सिवनी मालवा क्षेत्र एवं हरदा जिले के क्षेत्र हेतु छोडा गया है। होशंगाबाद जिले के 77 गांव के 5505 हेक्टेयर रकबा एवं हरदा जिले के 59 गांव के 9600 हेक्टेयर रकबा को मूंग की फसल में पानी देने के लिए चिन्हित किया गया है। जल वितरण के ग्रामों की संख्यां एवं क्षेत्र में असमानता के चलते भारतीय किसान संघ द्वारा विरोध किया जा रहा है। उक्त मामले  को  लेकर दिनांक 29.03.16 को 14.00 बजे से सिवनी मालवा में हनुमान मंदिर से जिलाध्यक्ष सूरजबली जाट के नेतृत्व  में लगभग (180-200) की उपस्थिति में मोटरसाइकिल वाहन रैली निकाली गयी जो 14.20 बजे तहसील कार्यालय पहुंचकर सभा में परिवर्तित हुई।  सभा पश्चाात् 15.50 बजे जिलाध्य क्ष सूरजबली जाट के नेतृत्व में जल संसाधन विभाग प्रमुख सचिव राधेश्याम जुलानिया एवं जल संसाधन विभाग कार्यपालन यंत्री (एसी) राकेश अग्रवाल का पुतला दहन किया गया। बाद कार्यक्रम स्थल पर ही माननीय कलेक्टर महोदय को संबोधित ज्ञापन एसडीएम सिवनी मालवा को सौंपा गया। ज्ञापन सौंपने उपरांत नहर समितियों के अध्यक्ष कमल सिंह तोमर के नेतृत्व में (200) किसानों द्वारा मिसरोद माईनर का ब्लॉोक खोलकर जबरदस्ती पानी छोडा गया। दिनांक 30.03.16 को रायगढ माईनर नहर अध्यक्ष शिवराम लोवंशी के नेतृत्व में लगभग (80-90) किसानों की उपस्थिति में रायगढ माईनर का ब्लॉक जबरदस्ती‍ खोलकर पानी  छोडा गया। आज दिनांक 31.03.16 को मकडाई माईनर का ब्लॉक जबरदस्ती खोले जाने की योजना है। इसी प्रकार आगामी दिनांकों में भमेडी एवं कहाडिया माईनरों के ब्लॉक खोले जाने की योजना है।,अन्‍य,1970-01-01 00:24:19.440159,सूरजबली जाट,['कृषक संगठन'],200,नहरों का पानी/सिचाई समस्या,3,40,11,7,नहरों का पानी/सिचाई समस्या
Hoshangabad,71567,19,अन्य,"दिनांक 30.03.16 को 16.00 भारतीय किसान संघ प्रदेश अध्य‍क्ष रामभरोस बासौतिया के निवास पर सांसद राव उदय प्रतापसिंह पहुंचे जहां पर उनके द्वारा प्रदेश अध्यक्ष रामभरौस बासौतिया के स्वास्थ्य   के बारे में जानकारी ली। इस दौरान भारतीय किसान संघ ब्लॉक अध्यक्ष संतोष पटवारे सहित (30-35) किसानों द्वारा  सांसद राव उदय प्रताप से मुलाकात कर मूंग की फसल हेतु सिवनी मालवा विकासखण्ड  नहर की सभी उपनहरों मिसरोद, मकडाई, भिलाडिया, रायगढ माईनरों में पानी दिये जाने की मांग की गयी। मुख्य  नहर में 1674 क्यूसेक पानी चलाया जाना तय है। अगर हरदा जिले को आधा पानी दिया जाता है तो आधा पानी 837 क्यूसेक पानी होशंगाबाद जिले की इटारसी एवं सिवनी मालवा की सभी मुख्य नहरों में छोडा जावे। सिवनी मालवा के सिंचाई विभाग के अधिकारी अनिल पीपरे ने जो प्लान दिया वह पूर्णत: षड्यंत्रकारी एवं किसानों को लडाने वाला प्लान दिया है जो 28 गांवों को पानी दिया जाना है उन में 70 से 80 प्रतिशत किसानों के पास सिंचाई के निजी साधन उपलब्ध हैं। सांसद महोदय ने आश्वासन दिया कि मैं मुख्यमंत्री महोदय के सामने सिवनी मालवा में पानी दिलाए जाने की मांग रखूंगा और आपको शीध्रता से अवगत करा दूंगा। इस चर्चा में बासौतिया जी, जगदीश पाटिल, देवेन्द्र पटेल, संतोष पटवारे एवं किसान उपस्थित रहे। चर्चा 17.00 बजे समाप्त हुई।",अन्‍य,1970-01-01 00:24:19.444628,अन्‍य,['कृषक संगठन'],35,नहरों का पानी/सिचाई समस्या,3,40,5,7,नहरों का पानी/सिचाई समस्या
Hoshangabad,71571,19,अन्य,"दिनांक 30.03.16 को भारतीय किसान संघ जिलाध्यक्ष सूरजबली जाट के नेतृत्व में लगभग (10-15) प्रतिनिधियों द्वारा कलेक्टर होशंगाबाद से 12.00 बजे से 12.30 बजे तक कार्यालय में मुलाकात कर जिला होशंगाबाद/हरदा को मूंग फसल हेतु बराबर पानी देने की मांग को लेकर चर्चा की गयी। चर्चा में कलेक्टर होशंगाबाद द्वारा कहा गया कि नहरों में पानी छोड दिया गया है। प्लान में परिवर्तन होना संभव नहीं है। इसलिये सहयोग दें। किसान संघ के पदाधिकारियों द्वारा अपना पक्ष रखते हुए कहा गया कि दिनांक 17.03.16 को हुई बैठक के निर्णय अनुसार होशंगाबाद जिले को पानी दिया जाए एवं सिवनी मालवा की माईनर मकडाई, मिसरोद, रायगढ की उपशाखाओं में 100-100 क्यूसेक पानी छोडा जावे। जिला होशंगाबाद को आधा पानी देने की मांग की गयी। मांग पूर्ण नहीं होने पर भारतीय किसान संघ ब्लॉक सिवनी मालवा में उग्र आंदोलन करेगा।",अन्‍य,1970-01-01 00:24:19.444952,सूरजबली,['कृषक संगठन'],15,नहरों का पानी/सिचाई समस्या,3,40,7,7,नहरों का पानी/सिचाई समस्या
Mandsaur,71583,47,ज्ञापन,मंदसौर जिले तहसील सुवासरा के भारतीय किसान संघ के कार्यकर्ताओं द्वारा दिनांक 31.03.2016 को प्रांत सदस्य डुगरसिंह के नेतृत्वमें फसल बीमा की मांग को लेकर तहसीलदार सुवासरा को 15:00 बजे मुख्य मंत्री महोदय के नाम का ज्ञापन तहसील कार्यालय सुवासरा पहुचकर दिया गया । उक्त अवसर पर  सख्ंया लगभग 40-50 की रही ।,भाकिस,1970-01-01 00:24:19.446708,प्रांत सदस्य डुगरसिंह,['कृषक संगठन'],50,फसल बीमा,3,2,21,1,फसल बीमा
Dewas,161115,44,अनिश्चितकालीन धरना,"‘जिले विकास खण्ड कन्नौ द अंतर्गत ग्राम बिजवाड थाना कांटाफोड में स्थित दतुनी नदी पर किसानो के सिंचाई के लिेये बांध निर्माण की मांग को लेकर मावडा बांध बनाओ समिति व सरपंच विक्रम सिंह  गौड बिजवाड के नेतृत्व में लगभग 40 की उपस्थिति में दिनांक 01-03-17 से अनिश्चितकालीन धरना 11:00 बजे से 17:00 बजे तक प्रारंभ किया गया।
		उल्ले खनीय है कि किसानो के द्वारा मावडा पर डेम बनाये जाने की मांग को लेकर किसानो  द्वारा कहां जा रहा है कि वर्ष 2011-12 में नर्मदा विकास प्राधिकरण के द्वारा उक्त  बांध निर्माण के संबंध में सर्वे हुआ था किंतु आज तक बांध बनने की प्रक्रिया प्रारंभ नही हुई है, बांध निर्माण से 15 गांवो के किसानो की 2610 हैक्टेतयर भूमि सिंचित होगी तथा लगभग 2000 किसानो को सिंचाई के लिये पर्याप्त  पानी उपलब्धे हो सकेगा ।",किसान,1970-01-01 00:24:48.388521,विक्रम सिंह  गौड,['कृषक संगठन'],12,नहरों का पानी/सिचाई समस्या,3,13,16,7,नहरों का पानी/सिचाई समस्या
